,term_begin_date,course_title,percentage_pass,total_count
3904,2019-01-14,Honors Seminar on American Politics,100.0,15
3905,2019-01-14,"Honors Seminar: British Lit, 18/19 C",100.0,15
3906,2019-01-14,Honors Seminar: Creative Writing,100.0,16
3907,2019-01-14,"Honors Seminar: Lit Theory, 20/21 C",100.0,11
3908,2019-01-14,Honors Senior Thesis,100.0,3
3909,2019-01-14,Honors Service Learning,100.0,10
3910,2019-01-14,Honors Studies,100.0,2
3911,2019-01-14,Honors Studies in Dance,100.0,1
3912,2019-01-14,Honors Teaching Practicum,100.0,23
3913,2019-01-14,Honors Theatre Arts,100.0,2
3914,2019-01-14,Honors Thesis,100.0,11
3915,2019-01-14,Honors Thesis Management & Organizations,100.0,1
3916,2019-01-14,Honors Thesis Research,100.0,10
3917,2019-01-14,Honors Thesis in Business,100.0,2
3918,2019-01-14,Honors Thesis in Economics,100.0,3
3919,2019-01-14,Honors Thesis in Finance,100.0,1
3920,2019-01-14,Honors Thesis in Geoscience,100.0,1
3921,2019-01-14,Honors Thesis in Global Health Studies,100.0,4
3922,2019-01-14,Honors Thesis in International Studies,100.0,3
3923,2019-01-14,Honors Thesis in Management Sciences,100.0,2
3924,2019-01-14,Honors Thesis in Marketing,100.0,3
3925,2019-01-14,Honors Thesis or Project,100.0,1
3926,2019-01-14,Honors Undergraduate Res in Microbiology,100.0,10
3927,2019-01-14,Honors in Computer Sci or Informatics,100.0,3
3928,2019-01-14,Honors in Music,100.0,3
3929,2019-01-14,Honors in Studio Art,100.0,21
3930,2019-01-14,Honors: Research and Thesis,100.0,1
3931,2019-01-14,Hospital Epidemiology,100.0,7
3932,2019-01-14,Hospital Organization and Management,100.0,17
3933,2019-01-14,Hospital Pharmacy Practice Mgmt Elective,100.0,8
3934,2019-01-14,Hospital Pharmacy Rotation,0.0,12
3935,2019-01-14,Household Finance,100.0,70
3936,2019-01-14,Housing Policy,100.0,14
3937,2019-01-14,How to Interview to Get That Job!,91.8918918918919,37
3938,2019-01-14,Human Anatomy,86.57407407407408,216
3939,2019-01-14,Human Anatomy Laboratory,96.46017699115043,113
3940,2019-01-14,Human Biology,91.74757281553399,206
3941,2019-01-14,Human Development Through the Life Span,96.20253164556962,79
3942,2019-01-14,Human Development and Behavior,99.11894273127754,227
3943,2019-01-14,Human Embryology Online,100.0,10
3944,2019-01-14,Human Evolutionary Anatomy,100.0,8
3945,2019-01-14,Human Evolutionary Genetics,100.0,14
3946,2019-01-14,Human Gross Anatomy for Dental Students,100.0,82
3947,2019-01-14,Human Growth and Motor Development,93.78238341968913,193
3948,2019-01-14,Human Impacts on the Environment,97.86096256684492,187
3949,2019-01-14,Human Memory,95.0,40
3950,2019-01-14,Human Origins,91.05691056910568,123
3951,2019-01-14,Human Pathophysiology,93.18181818181817,44
3952,2019-01-14,Human Physiology,86.36363636363636,154
3953,2019-01-14,Human Physiology Laboratory,94.52054794520548,146
3954,2019-01-14,Human Physiology with Laboratory,96.92307692307692,65
3955,2019-01-14,Human Population Genetics and Variation,96.66666666666667,30
3956,2019-01-14,Human Relations for the Classroom Teachr,99.15254237288136,118
3957,2019-01-14,Human Resource Management,100.0,21
3958,2019-01-14,Human Resources Management in Healthcare,100.0,24
3959,2019-01-14,Human Rights Advocacy,95.45454545454545,22
3960,2019-01-14,Human Rights and Islam,100.0,27
3961,2019-01-14,Human Rights in the World Community,100.0,31
3962,2019-01-14,Human Sexuality,93.75,32
3963,2019-01-14,"Human Sexuality, Diversity, and Society",96.7741935483871,31
3964,2019-01-14,Human Toxicology and Risk Assessment,100.0,13
3965,2019-01-14,Hydrogeology,92.85714285714286,14
3966,2019-01-14,IBA Student Development Seminar,100.0,11
3967,2019-01-14,ICRU Research Ambassador,100.0,16
3968,2019-01-14,IIE Communication Skills - Beginning,50.0,4
3969,2019-01-14,IIE Communication Skills - Low Intermed,92.3076923076923,13
3970,2019-01-14,IIE Communication Skills: Advanced,92.85714285714286,14
3971,2019-01-14,IIE Communication Skills: High Intermed,100.0,24
3972,2019-01-14,IIE Communication Skills: Intermediate,96.29629629629629,27
3973,2019-01-14,IIE Grammar: Beginning,50.0,4
3974,2019-01-14,IIE Grammar: Intermediate,92.5925925925926,27
3975,2019-01-14,IIE Grammar: Low Intermediate,92.3076923076923,13
3976,2019-01-14,IIE Listening Skills: Advanced,57.14285714285714,14
3977,2019-01-14,IIE Listening Skills: High Intermediate,83.33333333333334,24
3978,2019-01-14,IIE Reading: Advanced,92.85714285714286,14
3979,2019-01-14,IIE Reading: High Intermediate,86.95652173913044,23
3980,2019-01-14,IIE Reading: Intermediate,100.0,27
3981,2019-01-14,IIE Reading: Low Intermediate,100.0,13
3982,2019-01-14,IIE Writing: Advanced,92.85714285714286,14
3983,2019-01-14,IIE Writing: Beginning,75.0,4
3984,2019-01-14,IIE Writing: High Intermediate,100.0,23
3985,2019-01-14,IIE Writing: Intermediate,88.88888888888889,27
3986,2019-01-14,IIE Writing: Low Intermediate,92.3076923076923,13
3987,2019-01-14,IP: Cardiovascular,96.42857142857143,112
3988,2019-01-14,IP: Infectious Diseases,99.11504424778761,113
3989,2019-01-14,IP: Neurology and Psychiatry,98.21428571428571,112
3990,2019-01-14,Idea to Innovation,100.0,4
3991,2019-01-14,Identification of Stdnts for Gifted Prog,100.0,9
3992,2019-01-14,Identifying/Developing Glbal Health Proj,81.81818181818183,11
3993,2019-01-14,Identity and Social Issues,96.0,25
3994,2019-01-14,"Identity, Citizenship, and Rights",92.85714285714286,14
3995,2019-01-14,Igneous and Metamorphic Petrology,100.0,18
3996,2019-01-14,Immigration Politics,100.0,37
3997,2019-01-14,Impact of College on Students,100.0,6
3998,2019-01-14,Implant Literature Review,100.0,6
3999,2019-01-14,Improv for Engineers & the Curious,100.0,16
4000,2019-01-14,Improved Spanish in Six Weeks,100.0,10
4001,2019-01-14,Improvisation I,95.65217391304348,23
4002,2019-01-14,Improvisation for Classical Musicians,100.0,1
4003,2019-01-14,Inclusive Recreation,97.36842105263158,38
4004,2019-01-14,Income Measurement and Asset Valuation,93.75,64
4005,2019-01-14,Ind Inv: Chem & Biochem Engineering,50.0,2
4006,2019-01-14,Ind Rdgs & Rsrch Gndr/Wmn/Sexuality Std,100.0,8
4007,2019-01-14,Independ Study in Anatomy & Cell Biology,100.0,2
4008,2019-01-14,Independent Capstone Project,94.44444444444444,18
4009,2019-01-14,Independent Project in Global Health,100.0,5
4010,2019-01-14,Independent Research,100.0,2
4011,2019-01-14,Independent Research Project,100.0,27
4012,2019-01-14,Independent Study,100.0,76
4013,2019-01-14,Independent Study Community & Behav Hlth,100.0,1
4014,2019-01-14,Independent Study and Research,100.0,1
4015,2019-01-14,Independent Study in Biology,100.0,1
4016,2019-01-14,Independent Study in Epidemiology,100.0,3
4017,2019-01-14,Independent Study in OEH,100.0,1
4018,2019-01-14,Independent Study in Science Ed Research,100.0,5
4019,2019-01-14,Independent Study: Anthropology,100.0,4
4020,2019-01-14,Independent Study: Dental Public Health,100.0,9
4021,2019-01-14,Indiv Japanese for Advanced Students,100.0,1
4022,2019-01-14,Indiv Research or Programming Project,100.0,14
4023,2019-01-14,Indiv Sanskrit for Advanced Students,100.0,1
4024,2019-01-14,Individ Instrct in Psych & Quant Found,100.0,4
4025,2019-01-14,Individual Chinese for Advanced Students,100.0,1
4026,2019-01-14,Individual German,100.0,1
4027,2019-01-14,Individual Instruct Intermedia/Video Art,100.0,2
4028,2019-01-14,Individual Instruction,100.0,2
4029,2019-01-14,Individual Instruction in Sculpture,100.0,1
4030,2019-01-14,Individual Instruction-Graduate,100.0,1
4031,2019-01-14,Individual Investigations Civil Engr,100.0,2
4032,2019-01-14,Individual Investigations Electrical Eng,100.0,5
4033,2019-01-14,Individual Investigations Mechanical Eng,100.0,4
4034,2019-01-14,Individual Korean for Advanced Students,100.0,6
4035,2019-01-14,Individual Projects in Music Education,100.0,3
4036,2019-01-14,Individual Readings and Projects,100.0,1
4037,2019-01-14,Individual Study,100.0,16
4038,2019-01-14,Individual Study & Honors in Mathematics,100.0,1
4039,2019-01-14,Individual Study: Graduate,100.0,5
4040,2019-01-14,Individual Study: Graduates,100.0,2
4041,2019-01-14,Individual Study: Undergraduate,100.0,1
4042,2019-01-14,Individual Study: Undergraduates,100.0,2
4043,2019-01-14,Individualized Instruction,100.0,7
4044,2019-01-14,"Individuals, Teams, and Organizations",100.0,62
4045,2019-01-14,Indoor Group Cycling,0.0,1
4046,2019-01-14,Industrial Engineering Design Project,100.0,38
4047,2019-01-14,Industry Analysis,95.58823529411765,68
4048,2019-01-14,Inequality in American Sport,96.5986394557823,147
4049,2019-01-14,Influence and Constructive Persuasion,96.7741935483871,31
4050,2019-01-14,Informatics Project,100.0,33
4051,2019-01-14,Informatics for Sustainable Systems,100.0,25
4052,2019-01-14,Information Systems,96.42105263157895,475
4053,2019-01-14,Information Systems Capstone,100.0,22
4054,2019-01-14,Information Systems Design,100.0,54
4055,2019-01-14,Information Visualization,100.0,7
4056,2019-01-14,Injury Epidemiology,100.0,8
4057,2019-01-14,Innovative Team Leadership MSL201,100.0,1
4058,2019-01-14,Inorganic Chemistry,91.30434782608695,69
4059,2019-01-14,Inpatient Internal Medicine,0.0,29
4060,2019-01-14,"Inst Planning, Strategies, & Assessment",100.0,30
4061,2019-01-14,Instr Coaching for Teaching Excellence,100.0,10
4062,2019-01-14,Instrumental Conducting,100.0,11
4063,2019-01-14,Instrumental Techniques,100.0,17
4064,2019-01-14,Int'l Economic Environment of the Firm,100.0,35
4065,2019-01-14,Int'l Trade Lw: Basic Norms & Regulation,100.0,11
4066,2019-01-14,Intaglio,100.0,13
4067,2019-01-14,Integrated Disability Studies Practicum,100.0,29
4068,2019-01-14,Integrated Marketing Communications,97.36842105263158,38
4069,2019-01-14,Integrated Pharmacotherapy: Capstone,100.0,106
4070,2019-01-14,Integrated Social Work Theory & Pract II,100.0,35
4071,2019-01-14,Integrative Physiology Seminar,100.0,4
4072,2019-01-14,Integrative Sem Critical Cltr Competence,100.0,10
4073,2019-01-14,Intellectual & Development Disabilities,96.0,50
4074,2019-01-14,Intellectual Disability,0.0,5
4075,2019-01-14,Intellectual Property Advocacy,100.0,10
4076,2019-01-14,Intelligence Assessment,100.0,6
4077,2019-01-14,Intensive Elementary Italian,77.77777777777779,9
4078,2019-01-14,Intensive Intermediate German,100.0,14
4079,2019-01-14,Interdis Geri Pat Assess II,100.0,2
4080,2019-01-14,Interior Design,100.0,14
4081,2019-01-14,Intermedia Workshop,100.0,11
4082,2019-01-14,Intermediate Ballet,100.0,27
4083,2019-01-14,Intermediate Epi Data Analysis SAS & R,100.0,22
4084,2019-01-14,Intermediate French I,85.71428571428571,35
4085,2019-01-14,Intermediate French II,90.0,80
4086,2019-01-14,Intermediate German I,82.35294117647058,34
4087,2019-01-14,Intermediate German II,95.91836734693877,49
4088,2019-01-14,Intermediate Italian I,100.0,6
4089,2019-01-14,Intermediate Italian II,90.0,30
4090,2019-01-14,Intermediate Jazz,93.33333333333333,60
4091,2019-01-14,Intermediate Jazz Improvisation,100.0,7
4092,2019-01-14,Intermediate Jewelry and Metal Arts,100.0,15
4093,2019-01-14,Intermediate Macroeconomics,97.5609756097561,82
4094,2019-01-14,Intermediate Mechanics,88.0,25
4095,2019-01-14,Intermediate Methodology,100.0,6
4096,2019-01-14,Intermediate Microeconomics,92.72727272727272,110
4097,2019-01-14,Intermediate Modern,100.0,17
4098,2019-01-14,Intermediate Modern Standard Arabic II,100.0,16
4099,2019-01-14,Intermediate Photography Digital,100.0,13
4100,2019-01-14,"Intermediate Rdg & Lang Arts Mthds, 3-6",98.63013698630137,73
4101,2019-01-14,Intermediate Spanish I,92.07920792079209,202
4102,2019-01-14,Intermediate Spanish II,93.359375,256
4103,2019-01-14,Intermediate Statistical Methods,100.0,18
4104,2019-01-14,Intermediate Steel Band,100.0,18
4105,2019-01-14,Intermediate Swahili II,100.0,52
4106,2019-01-14,Intern Seminar: Critical Issues in Educ,100.0,34
4107,2019-01-14,Internal Medicine ICU Off Campus,0.0,1
4108,2019-01-14,Internal Medicine Off Campus,0.0,1
4109,2019-01-14,Internal Medicine On Campus,0.0,1
4110,2019-01-14,International Business Environment,96.7741935483871,31
4111,2019-01-14,International Conflict,91.66666666666666,48
4112,2019-01-14,International Entrepreneurship & Culture,100.0,19
4113,2019-01-14,International Finance,100.0,63
4114,2019-01-14,International Marketing,100.0,62
4115,2019-01-14,International Perspectives: Xicotepec,100.0,12
4116,2019-01-14,International Studies Senior Project,100.0,2
4117,2019-01-14,Internet of Things,100.0,53
4118,2019-01-14,Internship II Rehab & Mental Health Cou,100.0,9
4119,2019-01-14,Internship in Couple and Family Therapy,100.0,7
4120,2019-01-14,Internship in Elementary School Couns,100.0,11
4121,2019-01-14,Internship in Music Therapy,100.0,4
4122,2019-01-14,Internship in Supervision,100.0,1
4123,2019-01-14,Internship in Teaching,100.0,4
4124,2019-01-14,Interpersonal Communication,98.73417721518987,79
4125,2019-01-14,Interpersonal Effectiveness,97.36842105263158,38
4126,2019-01-14,Interpretation of German Art Song,85.71428571428571,7
4127,2019-01-14,Interpreting OEH Research,100.0,6
4128,2019-01-14,Intro & Practicum: Secondary English,100.0,15
4129,2019-01-14,Intro & Prct: Secondary Social Studies,100.0,9
4130,2019-01-14,Intro Counsel Psych Practice/Research II,100.0,6
4131,2019-01-14,Intro Ed Measurement in Medical Ed,0.0,3
4132,2019-01-14,Intro Humn Genetics,94.73684210526315,38
4133,2019-01-14,Intro Quantitative & Computational Lg Rs,100.0,9
4134,2019-01-14,Intro to Applied Biomedical FE Modeling,100.0,22
4135,2019-01-14,Intro to Clinical Methods & Observation,100.0,42
4136,2019-01-14,Intro to Computer-Mediated Communication,86.36363636363636,44
4137,2019-01-14,Intro to Environmental Sciences Lab,90.9090909090909,11
4138,2019-01-14,"Intro to Gender, Wmn & Sexuality Studies",100.0,49
4139,2019-01-14,Intro to Health Promotion & Disease Prev,95.45454545454545,22
4140,2019-01-14,Intro to Law Study and Legal Careers,92.5925925925926,27
4141,2019-01-14,Intro to Lit Review & Proposal Writing,100.0,11
4142,2019-01-14,Intro to Mathematical Statistics II,91.76470588235294,85
4143,2019-01-14,Intro to Mechanical Engineering Design,96.84210526315789,95
4144,2019-01-14,Intro to Networks and Their Applications,88.88888888888889,54
4145,2019-01-14,Intro to Ordinary Differential Equations,93.18181818181817,44
4146,2019-01-14,Intro to Physical Medicine and Rehab,0.0,9
4147,2019-01-14,Intro to Political Thought and Action,95.08196721311475,61
4148,2019-01-14,Intro to Program and Project Evaluation,100.0,4
4149,2019-01-14,Intro to Reading & Writing in Literature,100.0,9
4150,2019-01-14,Intro to Speech & Hearing Proces & Disor,100.0,74
4151,2019-01-14,Intro to Swahili Language and Culture,100.0,3
4152,2019-01-14,Intro to Tactical Leadership MSL102,91.66666666666666,36
4153,2019-01-14,Intro to Trauma and Resilience,100.0,26
4154,2019-01-14,Intro to the Criminal Justice System,88.88888888888889,81
4155,2019-01-14,Introduction & Practicum: Music,100.0,8
4156,2019-01-14,Introduction African American Religions,95.23809523809523,21
4157,2019-01-14,Introduction to Abstract Algebra I,96.29629629629629,27
4158,2019-01-14,Introduction to African American Culture,97.43589743589743,39
4159,2019-01-14,Introduction to African American Society,92.10526315789474,38
4160,2019-01-14,Introduction to Algebra II,100.0,9
4161,2019-01-14,Introduction to American Architecture,54.54545454545454,11
4162,2019-01-14,Introduction to American Foreign Policy,92.22222222222223,270
4163,2019-01-14,Introduction to American Politics,86.54970760233918,171
4164,2019-01-14,Introduction to Analysis II,100.0,14
4165,2019-01-14,Introduction to Animation,100.0,14
4166,2019-01-14,Introduction to Arts Management,100.0,22
4167,2019-01-14,Introduction to Assistive Technology,84.61538461538461,26
4168,2019-01-14,Introduction to Astrophysics II,100.0,12
4169,2019-01-14,Introduction to Behavioral Neuroscience,84.25925925925925,216
4170,2019-01-14,Introduction to Bilingualism,100.0,19
4171,2019-01-14,Introduction to Biochemical Engineering,94.23076923076923,52
4172,2019-01-14,Introduction to Biostatistics,91.2621359223301,103
4173,2019-01-14,Introduction to Bird Study,90.0,20
4174,2019-01-14,Introduction to Book Studies,90.9090909090909,11
4175,2019-01-14,Introduction to Botany,89.28571428571429,28
4176,2019-01-14,Introduction to Buddhism,81.03448275862068,58
4177,2019-01-14,Introduction to Child Life,95.94594594594594,74
4178,2019-01-14,Introduction to Clinical Psychology,89.81132075471699,265
4179,2019-01-14,Introduction to Cognitive Psychology,94.6341463414634,205
4180,2019-01-14,Introduction to Comparative Politics,87.01298701298701,154
4181,2019-01-14,Introduction to Computer Science,83.72093023255815,86
4182,2019-01-14,Introduction to Counseling Psychology,100.0,34
4183,2019-01-14,Introduction to Couple & Family Therapy,92.3076923076923,39
4184,2019-01-14,Introduction to Creative Nonfiction,100.0,23
4185,2019-01-14,Introduction to Criminology,91.02564102564102,156
4186,2019-01-14,Introduction to Developmental Science,91.26637554585153,229
4187,2019-01-14,Introduction to Differential Geometry I,100.0,7
4188,2019-01-14,Introduction to Differential Topology,100.0,5
4189,2019-01-14,Introduction to Disability Studies,89.38053097345133,113
4190,2019-01-14,Introduction to Documentary Film,88.46153846153845,26
4191,2019-01-14,Introduction to Earth Science,84.58781362007169,279
4192,2019-01-14,Introduction to Earth Science Laboratory,75.0,4
4193,2019-01-14,Introduction to Econometrics,92.72727272727272,55
4194,2019-01-14,Introduction to Engineering Computing,92.08211143695014,341
4195,2019-01-14,Introduction to Environmental Literature,100.0,21
4196,2019-01-14,Introduction to Environmental Science,93.28358208955224,268
4197,2019-01-14,Introduction to Ethics,97.01492537313433,67
4198,2019-01-14,Introduction to Film Analysis,78.94736842105263,38
4199,2019-01-14,Introduction to Film Music,92.85714285714286,42
4200,2019-01-14,Introduction to Film Studies,86.8421052631579,76
4201,2019-01-14,Introduction to Film Theory,93.33333333333333,45
4202,2019-01-14,Introduction to Financial Accounting,87.31884057971014,276
